Order ID,Product,Quantity Ordered,Price Each,Total Price,Purchase Address,Order Date,time,Street,City,State,Zip code
187749,34in Ultrawide Monitor,1,379.99,379.99,"90 Jackson St, Portland, OR 97035",4/28/2019,3:24:00 PM,90 Jackson St, Portland,OR,97035
187750,iPhone,1,700,700,"221 7th St, San Francisco, CA 94016",4/10/2019,6:34:00 PM,221 7th St, San Francisco,CA,94016
187751,AAA Batteries (4-pack),2,2.99,5.98,"610 Lakeview St, Los Angeles, CA 90001",4/2/2019,11:15:00 AM,610 Lakeview St, Los Angeles,CA,90001
187752,20in Monitor,1,109.99,109.99,"699 Jefferson St, Austin, TX 73301",4/20/2019,5:40:00 PM,699 Jefferson St, Austin,TX,73301
187753,AAA Batteries (4-pack),1,2.99,2.99,"570 12th St, Atlanta, GA 30301",4/7/2019,7:41:00 PM,570 12th St, Atlanta,GA,30301
187754,iPhone,1,700,700,"75 7th St, Atlanta, GA 30301",4/3/2019,11:45:00 AM,75 7th St, Atlanta,GA,30301
187755,27in FHD Monitor,1,149.99,149.99,"420 Sunset St, Boston, MA 02215",4/14/2019,2:29:00 AM,420 Sunset St, Boston,MA,2215
187756,USB-C Charging Cable,1,11.95,11.95,"810 Cherry St, San Francisco, CA 94016",4/9/2019,10:34:00 PM,810 Cherry St, San Francisco,CA,94016
187757,USB-C Charging Cable,1,11.95,11.95,"945 Hickory St, New York City, NY 10001",4/9/2019,5:09:00 PM,945 Hickory St, New York City,NY,10001
187758,Wired Headphones,1,11.99,11.99,"796 Meadow St, New York City, NY 10001",4/24/2019,7:49:00 PM,796 Meadow St, New York City,NY,10001
187759,AA Batteries (4-pack),1,3.84,3.84,"21 6th St, Austin, TX 73301",4/17/2019,12:22:00 AM,21 6th St, Austin,TX,73301
187760,Google Phone,1,600,600,"764 Madison St, Boston, MA 02215",4/10/2019,8:20:00 AM,764 Madison St, Boston,MA,2215
Order ID,Product,Quantity Ordered,Price Each,#VALUE!,Purchase Address,Order Dat,e,Purchase Address,,,
187761,Wired Headphones,1,11.99,11.99,"371 Chestnut St, Los Angeles, CA 90001",4/26/2019,12:10:00 PM,371 Chestnut St, Los Angeles,CA,90001
187762,AAA Batteries (4-pack),1,2.99,2.99,"255 Cherry St, San Francisco, CA 94016",4/30/2019,7:23:00 PM,255 Cherry St, San Francisco,CA,94016
187763,AA Batteries (4-pack),1,3.84,3.84,"335 1st St, Los Angeles, CA 90001",4/21/2019,2:44:00 PM,335 1st St, Los Angeles,CA,90001
,,,,,,,,,,,
187764,Wired Headphones,1,11.99,11.99,"695 Jackson St, Dallas, TX 75001",4/20/2019,2:16:00 PM,695 Jackson St, Dallas,TX,75001
187765,Lightning Charging Cable,1,14.95,14.95,"232 Church St, Seattle, WA 98101",4/24/2019,12:40:00 PM,232 Church St, Seattle,WA,98101
187766,AAA Batteries (4-pack),1,2.99,2.99,"561 11th St, Los Angeles, CA 90001",4/16/2019,11:49:00 PM,561 11th St, Los Angeles,CA,90001
187767,Macbook Pro Laptop,1,1700,1700,"351 Forest St, Dallas, TX 75001",4/11/2019,5:19:00 PM,351 Forest St, Dallas,TX,75001
187768,Apple Airpods Headphones,1,150,150,"137 11th St, San Francisco, CA 94016",4/20/2019,1:50:00 PM,137 11th St, San Francisco,CA,94016
187769,Bose SoundSport Headphones,1,99.99,99.99,"717 13th St, San Francisco, CA 94016",4/3/2019,7:43:00 AM,717 13th St, San Francisco,CA,94016
187770,Wired Headphones,1,11.99,11.99,"938 Center St, Los Angeles, CA 90001",4/23/2019,6:11:00 PM,938 Center St, Los Angeles,CA,90001
187771,AAA Batteries (4-pack),1,2.99,2.99,"891 Forest St, San Francisco, CA 94016",4/6/2019,5:02:00 AM,891 Forest St, San Francisco,CA,94016
187772,USB-C Charging Cable,1,11.95,11.95,"267 Willow St, San Francisco, CA 94016",4/28/2019,11:14:00 PM,267 Willow St, San Francisco,CA,94016
187773,Apple Airpods Headphones,1,150,150,"224 14th St, Austin, TX 73301",4/21/2019,6:29:00 PM,224 14th St, Austin,TX,73301
187774,AAA Batteries (4-pack),1,2.99,2.99,"52 Meadow St, Seattle, WA 98101",4/25/2019,7:07:00 PM,52 Meadow St, Seattle,WA,98101
187775,27in FHD Monitor,1,149.99,149.99,"705 Johnson St, San Francisco, CA 94016",4/12/2019,7:08:00 PM,705 Johnson St, San Francisco,CA,94016
187776,Flatscreen TV,1,300,300,"834 4th St, New York City, NY 10001",4/29/2019,1:53:00 PM,834 4th St, New York City,NY,10001
187777,27in FHD Monitor,1,149.99,149.99,"283 Cedar St, Atlanta, GA 30301",4/11/2019,2:06:00 PM,283 Cedar St, Atlanta,GA,30301
187778,Macbook Pro Laptop,1,1700,1700,"280 Dogwood St, Boston, MA 02215",4/18/2019,6:31:00 PM,280 Dogwood St, Boston,MA,2215
187779,AAA Batteries (4-pack),1,2.99,2.99,"783 Maple St, Seattle, WA 98101",4/29/2019,8:48:00 PM,783 Maple St, Seattle,WA,98101
187780,Lightning Charging Cable,1,14.95,14.95,"141 12th St, Los Angeles, CA 90001",4/15/2019,8:29:00 AM,141 12th St, Los Angeles,CA,90001
187781,Lightning Charging Cable,1,14.95,14.95,"38 Pine St, Los Angeles, CA 90001",4/18/2019,7:41:00 AM,38 Pine St, Los Angeles,CA,90001
187782,Google Phone,1,600,600,"590 South St, Los Angeles, CA 90001",4/30/2019,8:57:00 AM,590 South St, Los Angeles,CA,90001
187783,Wired Headphones,1,11.99,11.99,"765 Johnson St, Portland, OR 97035",4/1/2019,6:31:00 PM,765 Johnson St, Portland,OR,97035
187784,USB-C Charging Cable,1,11.95,11.95,"928 Willow St, Dallas, TX 75001",4/15/2019,10:51:00 AM,928 Willow St, Dallas,TX,75001
187785,AAA Batteries (4-pack),1,2.99,2.99,"302 Hickory St, Boston, MA 02215",4/8/2019,1:06:00 AM,302 Hickory St, Boston,MA,2215
187786,Apple Airpods Headphones,1,150,150,"265 Madison St, San Francisco, CA 94016",4/11/2019,4:08:00 PM,265 Madison St, San Francisco,CA,94016
187787,Lightning Charging Cable,1,14.95,14.95,"684 Johnson St, San Francisco, CA 94016",4/1/2019,11:52:00 AM,684 Johnson St, San Francisco,CA,94016
187788,Apple Airpods Headphones,1,150,150,"411 Adams St, Atlanta, GA 30301",4/4/2019,6:38:00 PM,411 Adams St, Atlanta,GA,30301
187789,AAA Batteries (4-pack),1,2.99,2.99,"686 West St, Dallas, TX 75001",4/13/2019,1:32:00 PM,686 West St, Dallas,TX,75001
187790,AAA Batteries (4-pack),1,2.99,2.99,"21 Meadow St, Boston, MA 02215",4/8/2019,7:09:00 PM,21 Meadow St, Boston,MA,2215
187791,AAA Batteries (4-pack),1,2.99,2.99,"671 Spruce St, San Francisco, CA 94016",4/27/2019,7:01:00 PM,671 Spruce St, San Francisco,CA,94016
187792,20in Monitor,1,109.99,109.99,"327 Maple St, Los Angeles, CA 90001",4/13/2019,2:15:00 PM,327 Maple St, Los Angeles,CA,90001
187793,AAA Batteries (4-pack),1,2.99,2.99,"689 Lincoln St, San Francisco, CA 94016",4/6/2019,1:46:00 PM,689 Lincoln St, San Francisco,CA,94016
187794,Wired Headphones,1,11.99,11.99,"684 Spruce St, Los Angeles, CA 90001",4/6/2019,8:53:00 PM,684 Spruce St, Los Angeles,CA,90001
Order ID,Product,Quantity Ordered,Price Each,#VALUE!,Purchase Address,Order Dat,e,Purchase Address,,,
187795,Lightning Charging Cable,1,14.95,14.95,"696 Willow St, Atlanta, GA 30301",4/30/2019,10:47:00 AM,696 Willow St, Atlanta,GA,30301
187796,Bose SoundSport Headphones,1,99.99,99.99,"465 Meadow St, Los Angeles, CA 90001",4/27/2019,10:54:00 PM,465 Meadow St, Los Angeles,CA,90001
187797,Apple Airpods Headphones,1,150,150,"747 2nd St, Los Angeles, CA 90001",4/28/2019,9:22:00 AM,747 2nd St, Los Angeles,CA,90001
187798,AA Batteries (4-pack),1,3.84,3.84,"901 Pine St, Dallas, TX 75001",4/16/2019,7:12:00 AM,901 Pine St, Dallas,TX,75001
187799,USB-C Charging Cable,1,11.95,11.95,"73 Sunset St, Austin, TX 73301",4/5/2019,7:30:00 PM,73 Sunset St, Austin,TX,73301
187800,Flatscreen TV,1,300,300,"843 2nd St, Seattle, WA 98101",4/28/2019,4:19:00 PM,843 2nd St, Seattle,WA,98101
187801,USB-C Charging Cable,1,11.95,11.95,"219 7th St, Los Angeles, CA 90001",4/29/2019,4:13:00 PM,219 7th St, Los Angeles,CA,90001
187802,Wired Headphones,1,11.99,11.99,"254 Elm St, San Francisco, CA 94016",4/7/2019,2:45:00 PM,254 Elm St, San Francisco,CA,94016
187803,Lightning Charging Cable,1,14.95,14.95,"274 Wilson St, Atlanta, GA 30301",4/16/2019,4:46:00 PM,274 Wilson St, Atlanta,GA,30301
187804,Bose SoundSport Headphones,1,99.99,99.99,"619 14th St, New York City, NY 10001",4/28/2019,12:16:00 PM,619 14th St, New York City,NY,10001
187805,Apple Airpods Headphones,1,150,150,"910 Jefferson St, Los Angeles, CA 90001",4/27/2019,6:39:00 PM,910 Jefferson St, Los Angeles,CA,90001
187806,AAA Batteries (4-pack),3,2.99,8.97,"159 1st St, Los Angeles, CA 90001",4/19/2019,6:54:00 PM,159 1st St, Los Angeles,CA,90001
187807,AA Batteries (4-pack),2,3.84,7.68,"156 West St, Atlanta, GA 30301",4/20/2019,1:38:00 AM,156 West St, Atlanta,GA,30301
187808,34in Ultrawide Monitor,1,379.99,379.99,"154 2nd St, Boston, MA 02215",4/7/2019,7:29:00 AM,154 2nd St, Boston,MA,2215
187809,27in 4K Gaming Monitor,1,389.99,389.99,"991 Sunset St, New York City, NY 10001",4/29/2019,8:36:00 AM,991 Sunset St, New York City,NY,10001
187810,USB-C Charging Cable,1,11.95,11.95,"442 Dogwood St, San Francisco, CA 94016",4/24/2019,10:21:00 PM,442 Dogwood St, San Francisco,CA,94016
187811,20in Monitor,1,109.99,109.99,"457 River St, Seattle, WA 98101",4/20/2019,8:04:00 PM,457 River St, Seattle,WA,98101
187812,Bose SoundSport Headphones,1,99.99,99.99,"824 Willow St, Atlanta, GA 30301",4/15/2019,7:53:00 PM,824 Willow St, Atlanta,GA,30301
187813,AA Batteries (4-pack),1,3.84,3.84,"315 Ridge St, Boston, MA 02215",4/20/2019,12:02:00 PM,315 Ridge St, Boston,MA,2215
187814,USB-C Charging Cable,1,11.95,11.95,"742 9th St, Atlanta, GA 30301",4/7/2019,11:13:00 AM,742 9th St, Atlanta,GA,30301
187815,Lightning Charging Cable,1,14.95,14.95,"244 Chestnut St, New York City, NY 10001",4/13/2019,2:41:00 AM,244 Chestnut St, New York City,NY,10001
187816,20in Monitor,1,109.99,109.99,"998 Chestnut St, Portland, OR 97035",4/15/2019,4:58:00 PM,998 Chestnut St, Portland,OR,97035
187817,Wired Headphones,1,11.99,11.99,"758 11th St, Boston, MA 02215",4/22/2019,10:39:00 AM,758 11th St, Boston,MA,2215
187818,27in FHD Monitor,1,149.99,149.99,"922 Park St, San Francisco, CA 94016",4/18/2019,7:32:00 PM,922 Park St, San Francisco,CA,94016
187819,20in Monitor,1,109.99,109.99,"508 8th St, Los Angeles, CA 90001",4/22/2019,7:12:00 PM,508 8th St, Los Angeles,CA,90001
187820,Lightning Charging Cable,1,14.95,14.95,"41 Park St, Los Angeles, CA 90001",4/13/2019,10:48:00 AM,41 Park St, Los Angeles,CA,90001
187821,ThinkPad Laptop,1,999.99,999.99,"981 Main St, San Francisco, CA 94016",4/29/2019,3:02:00 PM,981 Main St, San Francisco,CA,94016
187822,iPhone,1,700,700,"571 Jefferson St, New York City, NY 10001",4/11/2019,4:58:00 PM,571 Jefferson St, New York City,NY,10001
187822,Lightning Charging Cable,1,14.95,14.95,"571 Jefferson St, New York City, NY 10001",4/11/2019,4:58:00 PM,571 Jefferson St, New York City,NY,10001
187823,Bose SoundSport Headphones,1,99.99,99.99,"701 Johnson St, San Francisco, CA 94016",4/8/2019,1:09:00 PM,701 Johnson St, San Francisco,CA,94016
187824,AAA Batteries (4-pack),1,2.99,2.99,"203 Main St, Boston, MA 02215",4/22/2019,6:25:00 AM,203 Main St, Boston,MA,2215
187825,AAA Batteries (4-pack),2,2.99,5.98,"936 Forest St, Portland, OR 97035",4/2/2019,3:00:00 AM,936 Forest St, Portland,OR,97035
187826,USB-C Charging Cable,1,11.95,11.95,"312 Church St, San Francisco, CA 94016",4/1/2019,3:10:00 PM,312 Church St, San Francisco,CA,94016
187827,Bose SoundSport Headphones,1,99.99,99.99,"255 Elm St, Austin, TX 73301",4/13/2019,3:48:00 PM,255 Elm St, Austin,TX,73301
187828,iPhone,1,700,700,"376 11th St, Atlanta, GA 30301",4/23/2019,7:20:00 PM,376 11th St, Atlanta,GA,30301
187829,AAA Batteries (4-pack),1,2.99,2.99,"360 West St, Seattle, WA 98101",4/2/2019,12:04:00 AM,360 West St, Seattle,WA,98101
187830,Wired Headphones,1,11.99,11.99,"41 Highland St, Portland, ME 04101",4/16/2019,1:02:00 AM,41 Highland St, Portland,ME,4101
187831,Apple Airpods Headphones,1,150,150,"751 Jackson St, Austin, TX 73301",4/17/2019,9:40:00 AM,751 Jackson St, Austin,TX,73301
187832,AA Batteries (4-pack),2,3.84,7.68,"257 Sunset St, Boston, MA 02215",4/18/2019,7:27:00 PM,257 Sunset St, Boston,MA,2215
187833,Lightning Charging Cable,1,14.95,14.95,"183 Lake St, Atlanta, GA 30301",4/22/2019,11:25:00 PM,183 Lake St, Atlanta,GA,30301
187834,AA Batteries (4-pack),1,3.84,3.84,"846 Madison St, Dallas, TX 75001",4/5/2019,8:08:00 PM,846 Madison St, Dallas,TX,75001
187835,20in Monitor,1,109.99,109.99,"287 Hickory St, Dallas, TX 75001",4/23/2019,8:29:00 AM,287 Hickory St, Dallas,TX,75001
187836,iPhone,1,700,700,"364 9th St, San Francisco, CA 94016",4/13/2019,10:36:00 AM,364 9th St, San Francisco,CA,94016
187837,Bose SoundSport Headphones,1,99.99,99.99,"884 4th St, San Francisco, CA 94016",4/9/2019,6:37:00 PM,884 4th St, San Francisco,CA,94016
187838,AAA Batteries (4-pack),1,2.99,2.99,"887 Church St, Los Angeles, CA 90001",4/14/2019,3:26:00 PM,887 Church St, Los Angeles,CA,90001
187839,Apple Airpods Headphones,1,150,150,"788 Maple St, Los Angeles, CA 90001",4/14/2019,12:38:00 AM,788 Maple St, Los Angeles,CA,90001
187840,Lightning Charging Cable,1,14.95,14.95,"703 Cherry St, Boston, MA 02215",4/7/2019,10:31:00 AM,703 Cherry St, Boston,MA,2215
187841,AAA Batteries (4-pack),1,2.99,2.99,"216 Chestnut St, Los Angeles, CA 90001",4/6/2019,10:45:00 AM,216 Chestnut St, Los Angeles,CA,90001
187842,Apple Airpods Headphones,1,150,150,"81 Main St, Dallas, TX 75001",4/23/2019,11:24:00 AM,81 Main St, Dallas,TX,75001
187843,AAA Batteries (4-pack),1,2.99,2.99,"305 4th St, Seattle, WA 98101",4/15/2019,4:08:00 PM,305 4th St, Seattle,WA,98101
187844,20in Monitor,1,109.99,109.99,"945 10th St, Atlanta, GA 30301",4/4/2019,9:22:00 PM,945 10th St, Atlanta,GA,30301
187845,20in Monitor,1,109.99,109.99,"761 5th St, Seattle, WA 98101",4/28/2019,2:31:00 PM,761 5th St, Seattle,WA,98101
187846,USB-C Charging Cable,1,11.95,11.95,"182 7th St, Los Angeles, CA 90001",4/28/2019,2:52:00 PM,182 7th St, Los Angeles,CA,90001
187847,AA Batteries (4-pack),1,3.84,3.84,"880 Church St, San Francisco, CA 94016",4/13/2019,3:19:00 PM,880 Church St, San Francisco,CA,94016
187848,iPhone,1,700,700,"387 Maple St, Atlanta, GA 30301",4/3/2019,4:49:00 PM,387 Maple St, Atlanta,GA,30301
187849,iPhone,1,700,700,"39 Chestnut St, Portland, OR 97035",4/25/2019,12:54:00 PM,39 Chestnut St, Portland,OR,97035
187850,ThinkPad Laptop,1,999.99,999.99,"559 Main St, Portland, OR 97035",4/5/2019,6:26:00 PM,559 Main St, Portland,OR,97035
187851,AAA Batteries (4-pack),6,2.99,17.94,"350 Wilson St, Boston, MA 02215",4/12/2019,12:09:00 AM,350 Wilson St, Boston,MA,2215
187852,USB-C Charging Cable,1,11.95,11.95,"447 1st St, Portland, ME 04101",4/5/2019,11:43:00 PM,447 1st St, Portland,ME,4101
187853,iPhone,1,700,700,"872 South St, Portland, OR 97035",4/15/2019,6:41:00 PM,872 South St, Portland,OR,97035
187854,Macbook Pro Laptop,1,1700,1700,"579 Madison St, Portland, OR 97035",4/6/2019,7:07:00 PM,579 Madison St, Portland,OR,97035
187855,27in FHD Monitor,1,149.99,149.99,"256 Cedar St, Dallas, TX 75001",4/9/2019,9:17:00 AM,256 Cedar St, Dallas,TX,75001
187856,Google Phone,1,600,600,"432 Lake St, New York City, NY 10001",4/25/2019,8:18:00 PM,432 Lake St, New York City,NY,10001
187857,AAA Batteries (4-pack),3,2.99,8.97,"384 Hickory St, San Francisco, CA 94016",4/23/2019,8:40:00 PM,384 Hickory St, San Francisco,CA,94016
187858,AA Batteries (4-pack),1,3.84,3.84,"610 Hickory St, Los Angeles, CA 90001",4/5/2019,10:47:00 AM,610 Hickory St, Los Angeles,CA,90001
187859,AAA Batteries (4-pack),1,2.99,2.99,"455 Elm St, Dallas, TX 75001",4/5/2019,10:02:00 PM,455 Elm St, Dallas,TX,75001
187860,AA Batteries (4-pack),1,3.84,3.84,"195 13th St, New York City, NY 10001",4/13/2019,6:37:00 AM,195 13th St, New York City,NY,10001
187861,Flatscreen TV,1,300,300,"434 1st St, San Francisco, CA 94016",4/17/2019,5:42:00 PM,434 1st St, San Francisco,CA,94016
187862,34in Ultrawide Monitor,1,379.99,379.99,"105 Adams St, Austin, TX 73301",4/20/2019,10:48:00 PM,105 Adams St, Austin,TX,73301
187863,AA Batteries (4-pack),2,3.84,7.68,"89 Hickory St, New York City, NY 10001",4/22/2019,5:36:00 PM,89 Hickory St, New York City,NY,10001
187864,Flatscreen TV,1,300,300,"884 Jefferson St, San Francisco, CA 94016",4/28/2019,4:48:00 PM,884 Jefferson St, San Francisco,CA,94016
187865,USB-C Charging Cable,1,11.95,11.95,"853 Cherry St, Atlanta, GA 30301",4/25/2019,5:19:00 PM,853 Cherry St, Atlanta,GA,30301
187866,USB-C Charging Cable,1,11.95,11.95,"71 11th St, San Francisco, CA 94016",4/5/2019,1:05:00 AM,71 11th St, San Francisco,CA,94016
187867,Lightning Charging Cable,1,14.95,14.95,"488 2nd St, Austin, TX 73301",4/19/2019,8:10:00 AM,488 2nd St, Austin,TX,73301
187868,AAA Batteries (4-pack),1,2.99,2.99,"669 Elm St, Portland, OR 97035",4/23/2019,1:09:00 AM,669 Elm St, Portland,OR,97035
187869,Wired Headphones,1,11.99,11.99,"329 Park St, Boston, MA 02215",4/6/2019,3:50:00 PM,329 Park St, Boston,MA,2215
187870,Lightning Charging Cable,1,14.95,14.95,"498 Hickory St, Los Angeles, CA 90001",4/28/2019,6:52:00 PM,498 Hickory St, Los Angeles,CA,90001
187871,20in Monitor,1,109.99,109.99,"498 Hickory St, New York City, NY 10001",4/20/2019,8:30:00 PM,498 Hickory St, New York City,NY,10001
187872,USB-C Charging Cable,1,11.95,11.95,"237 11th St, Los Angeles, CA 90001",4/3/2019,8:44:00 PM,237 11th St, Los Angeles,CA,90001
187872,ThinkPad Laptop,1,999.99,999.99,"237 11th St, Los Angeles, CA 90001",4/3/2019,8:44:00 PM,237 11th St, Los Angeles,CA,90001
187873,Bose SoundSport Headphones,1,99.99,99.99,"809 Forest St, Atlanta, GA 30301",4/6/2019,7:31:00 PM,809 Forest St, Atlanta,GA,30301
187874,USB-C Charging Cable,1,11.95,11.95,"530 11th St, San Francisco, CA 94016",4/8/2019,10:15:00 PM,530 11th St, San Francisco,CA,94016
187875,Vareebadd Phone,1,400,400,"108 Lake St, Seattle, WA 98101",4/30/2019,1:20:00 PM,108 Lake St, Seattle,WA,98101
187876,AA Batteries (4-pack),1,3.84,3.84,"725 Forest St, Austin, TX 73301",4/14/2019,12:20:00 AM,725 Forest St, Austin,TX,73301
187877,27in FHD Monitor,1,149.99,149.99,"333 Main St, Seattle, WA 98101",4/26/2019,12:01:00 AM,333 Main St, Seattle,WA,98101
187878,Apple Airpods Headphones,1,150,150,"874 Lake St, Austin, TX 73301",4/24/2019,5:38:00 PM,874 Lake St, Austin,TX,73301
187879,AA Batteries (4-pack),1,3.84,3.84,"724 Center St, Portland, OR 97035",4/2/2019,10:11:00 PM,724 Center St, Portland,OR,97035
187880,Apple Airpods Headphones,1,150,150,"190 Center St, Atlanta, GA 30301",4/30/2019,11:17:00 AM,190 Center St, Atlanta,GA,30301
187881,ThinkPad Laptop,1,999.99,999.99,"45 11th St, New York City, NY 10001",4/11/2019,5:56:00 PM,45 11th St, New York City,NY,10001
187882,34in Ultrawide Monitor,1,379.99,379.99,"863 10th St, Los Angeles, CA 90001",4/13/2019,1:55:00 PM,863 10th St, Los Angeles,CA,90001
187883,Google Phone,1,600,600,"22 6th St, Portland, OR 97035",4/30/2019,4:10:00 PM,22 6th St, Portland,OR,97035
187884,AAA Batteries (4-pack),2,2.99,5.98,"264 Walnut St, Boston, MA 02215",4/19/2019,10:30:00 PM,264 Walnut St, Boston,MA,2215
187885,USB-C Charging Cable,1,11.95,11.95,"932 River St, San Francisco, CA 94016",4/15/2019,5:56:00 PM,932 River St, San Francisco,CA,94016
187886,Lightning Charging Cable,1,14.95,14.95,"411 Dogwood St, Austin, TX 73301",4/15/2019,8:54:00 AM,411 Dogwood St, Austin,TX,73301
187887,Lightning Charging Cable,1,14.95,14.95,"829 South St, Dallas, TX 75001",4/24/2019,10:52:00 AM,829 South St, Dallas,TX,75001
Order ID,Product,Quantity Ordered,Price Each,#VALUE!,Purchase Address,Order Dat,e,Purchase Address,,,
187888,iPhone,1,700,700,"387 12th St, San Francisco, CA 94016",4/30/2019,7:20:00 PM,387 12th St, San Francisco,CA,94016
187888,Wired Headphones,2,11.99,23.98,"387 12th St, San Francisco, CA 94016",4/30/2019,7:20:00 PM,387 12th St, San Francisco,CA,94016
187889,USB-C Charging Cable,1,11.95,11.95,"884 Jackson St, Dallas, TX 75001",4/14/2019,11:32:00 AM,884 Jackson St, Dallas,TX,75001
187890,Lightning Charging Cable,1,14.95,14.95,"311 River St, Austin, TX 73301",4/21/2019,5:06:00 PM,311 River St, Austin,TX,73301
187891,27in FHD Monitor,1,149.99,149.99,"568 11th St, Atlanta, GA 30301",4/13/2019,4:03:00 PM,568 11th St, Atlanta,GA,30301
187892,Wired Headphones,1,11.99,11.99,"964 Ridge St, San Francisco, CA 94016",4/6/2019,5:45:00 AM,964 Ridge St, San Francisco,CA,94016
,,,,,,,,,,,
187893,Google Phone,1,600,600,"616 8th St, Portland, OR 97035",4/12/2019,7:50:00 PM,616 8th St, Portland,OR,97035
187894,27in FHD Monitor,1,149.99,149.99,"42 Highland St, Atlanta, GA 30301",4/28/2019,1:06:00 PM,42 Highland St, Atlanta,GA,30301
187895,AA Batteries (4-pack),3,3.84,11.52,"647 14th St, Austin, TX 73301",4/1/2019,8:54:00 PM,647 14th St, Austin,TX,73301
187896,Bose SoundSport Headphones,1,99.99,99.99,"482 Church St, Boston, MA 02215",4/15/2019,6:49:00 PM,482 Church St, Boston,MA,2215
187897,AAA Batteries (4-pack),1,2.99,2.99,"84 Maple St, Los Angeles, CA 90001",4/23/2019,6:10:00 PM,84 Maple St, Los Angeles,CA,90001
187898,Macbook Pro Laptop,1,1700,1700,"26 Highland St, San Francisco, CA 94016",4/15/2019,2:06:00 PM,26 Highland St, San Francisco,CA,94016
187899,Lightning Charging Cable,1,14.95,14.95,"530 6th St, Austin, TX 73301",4/22/2019,6:50:00 PM,530 6th St, Austin,TX,73301
187900,USB-C Charging Cable,1,11.95,11.95,"416 2nd St, Boston, MA 02215",4/1/2019,11:00:00 PM,416 2nd St, Boston,MA,2215
187901,Google Phone,1,600,600,"441 Chestnut St, Los Angeles, CA 90001",4/3/2019,10:44:00 AM,441 Chestnut St, Los Angeles,CA,90001
187902,Wired Headphones,1,11.99,11.99,"777 Cedar St, New York City, NY 10001",4/1/2019,8:52:00 PM,777 Cedar St, New York City,NY,10001
187903,AA Batteries (4-pack),1,3.84,3.84,"726 Cedar St, Seattle, WA 98101",4/23/2019,12:27:00 PM,726 Cedar St, Seattle,WA,98101
187904,AA Batteries (4-pack),1,3.84,3.84,"166 Park St, San Francisco, CA 94016",4/12/2019,8:18:00 PM,166 Park St, San Francisco,CA,94016
187905,USB-C Charging Cable,1,11.95,11.95,"508 5th St, Portland, OR 97035",4/5/2019,6:35:00 PM,508 5th St, Portland,OR,97035
187906,AA Batteries (4-pack),1,3.84,3.84,"173 Ridge St, San Francisco, CA 94016",4/20/2019,5:23:00 PM,173 Ridge St, San Francisco,CA,94016
187907,Wired Headphones,1,11.99,11.99,"440 Jefferson St, Los Angeles, CA 90001",4/17/2019,11:53:00 AM,440 Jefferson St, Los Angeles,CA,90001
187908,AAA Batteries (4-pack),2,2.99,5.98,"974 11th St, Dallas, TX 75001",4/28/2019,12:42:00 PM,974 11th St, Dallas,TX,75001
187909,Lightning Charging Cable,1,14.95,14.95,"503 9th St, Austin, TX 73301",4/15/2019,5:45:00 PM,503 9th St, Austin,TX,73301
187910,Wired Headphones,1,11.99,11.99,"392 Willow St, New York City, NY 10001",4/21/2019,1:30:00 PM,392 Willow St, New York City,NY,10001
187911,USB-C Charging Cable,1,11.95,11.95,"889 Lake St, Los Angeles, CA 90001",4/15/2019,10:23:00 AM,889 Lake St, Los Angeles,CA,90001
187912,USB-C Charging Cable,1,11.95,11.95,"729 7th St, Portland, ME 04101",4/20/2019,4:04:00 PM,729 7th St, Portland,ME,4101
187913,Apple Airpods Headphones,1,150,150,"677 Elm St, Dallas, TX 75001",4/30/2019,5:03:00 PM,677 Elm St, Dallas,TX,75001
187914,USB-C Charging Cable,1,11.95,11.95,"793 2nd St, Boston, MA 02215",4/9/2019,1:09:00 PM,793 2nd St, Boston,MA,2215
187915,Bose SoundSport Headphones,1,99.99,99.99,"832 Park St, San Francisco, CA 94016",4/13/2019,9:23:00 PM,832 Park St, San Francisco,CA,94016
187916,Wired Headphones,1,11.99,11.99,"28 Dogwood St, Atlanta, GA 30301",4/29/2019,3:48:00 PM,28 Dogwood St, Atlanta,GA,30301
187917,Bose SoundSport Headphones,1,99.99,99.99,"738 Johnson St, San Francisco, CA 94016",4/4/2019,2:38:00 AM,738 Johnson St, San Francisco,CA,94016
187918,Bose SoundSport Headphones,1,99.99,99.99,"912 Maple St, Los Angeles, CA 90001",4/19/2019,8:27:00 PM,912 Maple St, Los Angeles,CA,90001
187919,Wired Headphones,2,11.99,23.98,"54 6th St, New York City, NY 10001",4/30/2019,6:31:00 PM,54 6th St, New York City,NY,10001
187920,Apple Airpods Headphones,1,150,150,"935 West St, Los Angeles, CA 90001",4/25/2019,7:26:00 AM,935 West St, Los Angeles,CA,90001
187921,Apple Airpods Headphones,1,150,150,"758 Park St, New York City, NY 10001",4/26/2019,11:39:00 AM,758 Park St, New York City,NY,10001
187922,USB-C Charging Cable,1,11.95,11.95,"448 Highland St, Atlanta, GA 30301",4/2/2019,7:11:00 PM,448 Highland St, Atlanta,GA,30301
187923,27in 4K Gaming Monitor,1,389.99,389.99,"376 Adams St, Seattle, WA 98101",4/16/2019,3:41:00 PM,376 Adams St, Seattle,WA,98101
187924,Wired Headphones,1,11.99,11.99,"842 Lakeview St, San Francisco, CA 94016",4/8/2019,3:37:00 PM,842 Lakeview St, San Francisco,CA,94016
187925,27in FHD Monitor,1,149.99,149.99,"688 Lincoln St, Los Angeles, CA 90001",4/17/2019,1:12:00 PM,688 Lincoln St, Los Angeles,CA,90001
